Year,MacroPlot,Treatment,Species,Lifecycle,Preferred_LF,Default_LF,Native,Invasive,Count
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Control_Marin,CONTROL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB5_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB2_Mechanical_Milagra,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2010,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2011,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2012,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB9_Mechanical_Marin,MECHANICAL,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2013,MBB6_Burn_Marin,BURN,AGROS,Annual,Graminoid,Grass,TRUE,FALSE,1
2009,MBB4_Burn_Milagra,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB4_Control_Milagra,CONTROL,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB4_Control_Milagra,CONTROL,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB4_Control_Milagra,CONTROL,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB3_Mechanical_Milagra,MECHANICAL,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Burn_Marin,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Burn_Marin,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Burn_Marin,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Burn_Marin,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Burn_Marin,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
2009,MBB5_Burn_Marin,BURN,AICA,Annual,Graminoid,Grass,FALSE,TRUE,1
